,Unnamed: 0,NumLeft,FieldAreaLeft,ItemSurfaceAreaLeft,NumRight,FieldAreaRight,ItemSurfaceAreaRight,Ratio L/R,LogRatio,Log - Normalized,Difficulty Coefficient,Diff_coeff_filtering
1111,1111,13,13611.11,62.33,21,17777.78,62.33,0.62,-0.21,0.14,0.86,-0.0277646797982592
1112,1112,13,13611.11,62.33,21,20069.44,62.33,0.62,-0.21,0.14,0.86,-0.0277646797982592
1113,1113,13,13611.11,62.33,25,22500.0,62.33,0.52,-0.28,0.19,0.81,0.9322124067341168
1114,1114,13,13611.11,62.33,29,25069.44,62.33,0.45,-0.35,0.24,0.76,0.7743009724336442
1115,1115,13,13611.11,62.33,29,27777.78,62.33,0.45,-0.35,0.24,0.76,0.560209949742452
1116,1116,13,13611.11,62.33,37,30625.0,62.33,0.35,-0.45,0.31,0.69,0.6346734007255486
1117,1117,13,13611.11,62.33,37,33611.11,62.33,0.35,-0.45,0.31,0.69,0.692653390792768
1118,1118,13,13611.11,62.33,45,36736.11,62.33,0.29,-0.54,0.37,0.63,0.5804688765397409
1119,1119,13,13611.11,62.33,45,40000.0,62.33,0.29,-0.54,0.37,0.63,0.6278890816964865
1120,1120,21,15625.0,62.33,9,5625.0,62.33,2.33,0.37,0.25,0.75,0.5334378070358113
1121,1121,21,15625.0,62.33,9,6944.44,62.33,2.33,0.37,0.25,0.75,0.3795888721914103
1122,1122,21,15625.0,62.33,9,8402.78,62.33,2.33,0.37,0.25,0.75,0.180176762710927
1123,1123,21,15625.0,62.33,9,10000.0,62.33,2.33,0.37,0.25,0.75,0.0800171914444913
1124,1124,21,15625.0,62.33,13,11736.11,62.33,1.62,0.21,0.14,0.86,0.0191835790199407
1125,1125,21,15625.0,62.33,13,13611.11,62.33,1.62,0.21,0.14,0.86,-0.0277646797982592
1129,1129,21,15625.0,62.33,25,22500.0,62.33,0.84,-0.08,0.05,0.95,0.8172471230782509
1130,1130,21,15625.0,62.33,29,25069.44,62.33,0.72,-0.14,0.1,0.9,0.6472234154985175
1131,1131,21,15625.0,62.33,29,27777.78,62.33,0.72,-0.14,0.1,0.9,0.4210943225315222
1132,1132,21,15625.0,62.33,37,30625.0,62.33,0.57,-0.25,0.17,0.83,0.5242027904519101
1133,1133,21,15625.0,62.33,37,33611.11,62.33,0.57,-0.25,0.17,0.83,0.6023614032422056
1134,1134,21,15625.0,62.33,45,36736.11,62.33,0.47,-0.33,0.23,0.77,0.4873946131554606
1135,1135,21,15625.0,62.33,45,40000.0,62.33,0.47,-0.33,0.23,0.77,0.5474422860607069
1136,1136,21,17777.78,62.33,9,5625.0,62.33,2.33,0.37,0.25,0.75,0.6048021224676142
1137,1137,21,17777.78,62.33,9,6944.44,62.33,2.33,0.37,0.25,0.75,0.4802118634365369
1138,1138,21,17777.78,62.33,9,8402.78,62.33,2.33,0.37,0.25,0.75,0.3228487855267447
1139,1139,21,17777.78,62.33,9,10000.0,62.33,2.33,0.37,0.25,0.75,0.1214369462617104
1140,1140,21,17777.78,62.33,13,11736.11,62.33,1.62,0.21,0.14,0.86,0.3073301301246129
1141,1141,21,17777.78,62.33,13,13611.11,62.33,1.62,0.21,0.14,0.86,-0.0277646797982592
1145,1145,21,17777.78,62.33,25,22500.0,62.33,0.84,-0.08,0.05,0.95,0.6018048038429741
1146,1146,21,17777.78,62.33,29,25069.44,62.33,0.72,-0.14,0.1,0.9,0.4530446220981971
1147,1147,21,17777.78,62.33,29,27777.78,62.33,0.72,-0.14,0.1,0.9,0.2366324274711619
1148,1148,21,17777.78,62.33,37,30625.0,62.33,0.57,-0.25,0.17,0.83,0.3819061265004511
1149,1149,21,17777.78,62.33,37,33611.11,62.33,0.57,-0.25,0.17,0.83,0.4890145926757748
1150,1150,21,17777.78,62.33,45,36736.11,62.33,0.47,-0.33,0.23,0.77,0.3760724206851828
1151,1151,21,17777.78,62.33,45,40000.0,62.33,0.47,-0.33,0.23,0.77,0.4525302364563686
1152,1152,21,20069.44,62.33,9,5625.0,62.33,2.33,0.37,0.25,0.75,0.6605428074627325
1153,1153,21,20069.44,62.33,9,6944.44,62.33,2.33,0.37,0.25,0.75,0.5568564164670393
1154,1154,21,20069.44,62.33,9,8402.78,62.33,2.33,0.37,0.25,0.75,0.4289392907333335
1155,1155,21,20069.44,62.33,9,10000.0,62.33,2.33,0.37,0.25,0.75,0.268748810554404
1156,1156,21,20069.44,62.33,13,11736.11,62.33,1.62,0.21,0.14,0.86,0.4856898667330829
1157,1157,21,20069.44,62.33,13,13611.11,62.33,1.62,0.21,0.14,0.86,-0.0277646797982592
1161,1161,21,20069.44,62.33,25,22500.0,62.33,0.84,-0.08,0.05,0.95,0.0938069279435893
1162,1162,21,20069.44,62.33,29,25069.44,62.33,0.72,-0.14,0.1,0.9,0.1330636881628498
1163,1163,21,20069.44,62.33,29,27777.78,62.33,0.72,-0.14,0.1,0.9,0.0119546070157992
1164,1164,21,20069.44,62.33,37,30625.0,62.33,0.57,-0.25,0.17,0.83,0.1948793270688622
1165,1165,21,20069.44,62.33,37,33611.11,62.33,0.57,-0.25,0.17,0.83,0.3438810736256397
1166,1166,21,20069.44,62.33,45,36736.11,62.33,0.47,-0.33,0.23,0.77,0.2417254804421675
1167,1167,21,20069.44,62.33,45,40000.0,62.33,0.47,-0.33,0.23,0.77,0.339504079779925
1168,1168,25,22500.0,62.33,9,5625.0,62.33,2.78,0.44,0.3,0.7,0.6042924608623038
1169,1169,25,22500.0,62.33,9,6944.44,62.33,2.78,0.44,0.3,0.7,0.5038623615623916
1170,1170,25,22500.0,62.33,9,8402.78,62.33,2.78,0.44,0.3,0.7,0.3847291796705589
1171,1171,25,22500.0,62.33,9,10000.0,62.33,2.78,0.44,0.3,0.7,0.2422056603295768
1172,1172,25,22500.0,62.33,13,11736.11,62.33,1.92,0.28,0.19,0.81,0.4069940405535658
1173,1173,25,22500.0,62.33,13,13611.11,62.33,1.92,0.28,0.19,0.81,0.9322124067341168
1174,1174,25,22500.0,62.33,21,15625.0,62.33,1.19,0.08,0.05,0.95,0.8172471230782509
1175,1175,25,22500.0,62.33,21,17777.78,62.33,1.19,0.08,0.05,0.95,0.6018048038429739
1176,1176,25,22500.0,62.33,21,20069.44,62.33,1.19,0.08,0.05,0.95,0.0938069279435889
1178,1178,25,22500.0,62.33,29,25069.44,62.33,0.86,-0.06,0.04,0.96,0.1764242270205322
1179,1179,25,22500.0,62.33,29,27777.78,62.33,0.86,-0.06,0.04,0.96,0.0639717018645562
1180,1180,25,22500.0,62.33,37,30625.0,62.33,0.68,-0.17,0.12,0.88,0.2351405304484113
1181,1181,25,22500.0,62.33,37,33611.11,62.33,0.68,-0.17,0.12,0.88,0.4263923272858319
1182,1182,25,22500.0,62.33,45,36736.11,62.33,0.56,-0.26,0.17,0.83,0.2795012577822875
1183,1183,25,22500.0,62.33,45,40000.0,62.33,0.56,-0.26,0.17,0.83,0.3954088801196765
1184,1184,29,25069.44,62.33,9,5625.0,62.33,3.22,0.51,0.35,0.65,0.568657155575767
1185,1185,29,25069.44,62.33,9,6944.44,62.33,3.22,0.51,0.35,0.65,0.4728893580208695
1186,1186,29,25069.44,62.33,9,8402.78,62.33,3.22,0.51,0.35,0.65,0.3624044012020612
1187,1187,29,25069.44,62.33,9,10000.0,62.33,3.22,0.51,0.35,0.65,0.2342484683868629
1188,1188,29,25069.44,62.33,13,11736.11,62.33,2.23,0.35,0.24,0.76,0.3713027153850303
1189,1189,29,25069.44,62.33,13,13611.11,62.33,2.23,0.35,0.24,0.76,0.7743009724336442
1190,1190,29,25069.44,62.33,21,15625.0,62.33,1.38,0.14,0.1,0.9,0.6472234154985175
1191,1191,29,25069.44,62.33,21,17777.78,62.33,1.38,0.14,0.1,0.9,0.4530446220981971
1192,1192,29,25069.44,62.33,21,20069.44,62.33,1.38,0.14,0.1,0.9,0.1330636881628498
1193,1193,29,25069.44,62.33,25,22500.0,62.33,1.16,0.06,0.04,0.96,0.1764242270205315
1196,1196,29,25069.44,62.33,37,30625.0,62.33,0.78,-0.11,0.07,0.93,0.2682657426530807
1197,1197,29,25069.44,62.33,37,33611.11,62.33,0.78,-0.11,0.07,0.93,0.5322767510732775
1198,1198,29,25069.44,62.33,45,36736.11,62.33,0.64,-0.19,0.13,0.87,0.3105115886626438
1199,1199,29,25069.44,62.33,45,40000.0,62.33,0.64,-0.19,0.13,0.87,0.4521519640950669
1200,1200,29,27777.78,62.33,9,5625.0,62.33,3.22,0.51,0.35,0.65,0.4919990381309922
1201,1201,29,27777.78,62.33,9,6944.44,62.33,3.22,0.51,0.35,0.65,0.3966598087145853
1202,1202,29,27777.78,62.33,9,8402.78,62.33,3.22,0.51,0.35,0.65,0.2899036289747974
1203,1203,29,27777.78,62.33,9,10000.0,62.33,3.22,0.51,0.35,0.65,0.1701237434496038
1204,1204,29,27777.78,62.33,13,11736.11,62.33,2.23,0.35,0.24,0.76,0.2701555199210793
1205,1205,29,27777.78,62.33,13,13611.11,62.33,2.23,0.35,0.24,0.76,0.560209949742452
1206,1206,29,27777.78,62.33,21,15625.0,62.33,1.38,0.14,0.1,0.9,0.4210943225315222
1207,1207,29,27777.78,62.33,21,17777.78,62.33,1.38,0.14,0.1,0.9,0.2366324274711619
1208,1208,29,27777.78,62.33,21,20069.44,62.33,1.38,0.14,0.1,0.9,0.0119546070157994
1209,1209,29,27777.78,62.33,25,22500.0,62.33,1.16,0.06,0.04,0.96,0.063971701864556
1212,1212,29,27777.78,62.33,37,30625.0,62.33,0.78,-0.11,0.07,0.93,-0.0277646797982592
1213,1213,29,27777.78,62.33,37,33611.11,62.33,0.78,-0.11,0.07,0.93,-0.0277646797982592
1214,1214,29,27777.78,62.33,45,36736.11,62.33,0.64,-0.19,0.13,0.87,0.6332210332659142
1215,1215,29,27777.78,62.33,45,40000.0,62.33,0.64,-0.19,0.13,0.87,0.7672541799726599
1216,1216,37,30625.0,62.33,9,5625.0,62.33,4.11,0.61,0.42,0.58,0.5297642235147016
1217,1217,37,30625.0,62.33,9,6944.44,62.33,4.11,0.61,0.42,0.58,0.4433835139257489
1218,1218,37,30625.0,62.33,9,8402.78,62.33,4.11,0.61,0.42,0.58,0.3473470277037019
1219,1219,37,30625.0,62.33,9,10000.0,62.33,4.11,0.61,0.42,0.58,0.2402548943247364
1220,1220,37,30625.0,62.33,13,11736.11,62.33,2.85,0.45,0.31,0.69,0.3490680990219648
1221,1221,37,30625.0,62.33,13,13611.11,62.33,2.85,0.45,0.31,0.69,0.6346734007255486
1222,1222,37,30625.0,62.33,21,15625.0,62.33,1.76,0.25,0.17,0.83,0.5242027904519101
1223,1223,37,30625.0,62.33,21,17777.78,62.33,1.76,0.25,0.17,0.83,0.3819061265004511
1224,1224,37,30625.0,62.33,21,20069.44,62.33,1.76,0.25,0.17,0.83,0.1948793270688624
1225,1225,37,30625.0,62.33,25,22500.0,62.33,1.48,0.17,0.12,0.88,0.2351405304484109
1226,1226,37,30625.0,62.33,29,25069.44,62.33,1.28,0.11,0.07,0.93,0.2682657426530807
1227,1227,37,30625.0,62.33,29,27777.78,62.33,1.28,0.11,0.07,0.93,-0.0277646797982592
1230,1230,37,30625.0,62.33,45,36736.11,62.33,0.82,-0.09,0.06,0.94,0.358789523688988
1231,1231,37,30625.0,62.33,45,40000.0,62.33,0.82,-0.09,0.06,0.94,0.6074346812963284
1232,1232,37,33611.11,62.33,9,5625.0,62.33,4.11,0.61,0.42,0.58,0.5626365380308667
1233,1233,37,33611.11,62.33,9,6944.44,62.33,4.11,0.61,0.42,0.58,0.4837611193464752
1234,1234,37,33611.11,62.33,9,8402.78,62.33,4.11,0.61,0.42,0.58,0.3966592960056717
1235,1235,37,33611.11,62.33,9,10000.0,62.33,4.11,0.61,0.42,0.58,0.3001233188687247
1236,1236,37,33611.11,62.33,13,11736.11,62.33,2.85,0.45,0.31,0.69,0.4143610261804643
1237,1237,37,33611.11,62.33,13,13611.11,62.33,2.85,0.45,0.31,0.69,0.692653390792768
1238,1238,37,33611.11,62.33,21,15625.0,62.33,1.76,0.25,0.17,0.83,0.6023614032422056
1239,1239,37,33611.11,62.33,21,17777.78,62.33,1.76,0.25,0.17,0.83,0.4890145926757748
1240,1240,37,33611.11,62.33,21,20069.44,62.33,1.76,0.25,0.17,0.83,0.3438810736256397
1241,1241,37,33611.11,62.33,25,22500.0,62.33,1.48,0.17,0.12,0.88,0.4263923272858319
1242,1242,37,33611.11,62.33,29,25069.44,62.33,1.28,0.11,0.07,0.93,0.5322767510732782
1243,1243,37,33611.11,62.33,29,27777.78,62.33,1.28,0.11,0.07,0.93,-0.0277646797982592
1246,1246,37,33611.11,62.33,45,36736.11,62.33,0.82,-0.09,0.06,0.94,0.1959920615538673
1247,1247,37,33611.11,62.33,45,40000.0,62.33,0.82,-0.09,0.06,0.94,0.3266249813610897
1248,1248,45,36736.11,62.33,9,5625.0,62.33,5.0,0.7,0.48,0.52,0.5122964570248323
1249,1249,45,36736.11,62.33,9,6944.44,62.33,5.0,0.7,0.48,0.52,0.4338854663327043
1250,1250,45,36736.11,62.33,9,8402.78,62.33,5.0,0.7,0.48,0.52,0.3487526675471101
1251,1251,45,36736.11,62.33,9,10000.0,62.33,5.0,0.7,0.48,0.52,0.2561106301536331
1252,1252,45,36736.11,62.33,13,11736.11,62.33,3.46,0.54,0.37,0.63,0.3506131294512044
1253,1253,45,36736.11,62.33,13,13611.11,62.33,3.46,0.54,0.37,0.63,0.5804688765397409
1254,1254,45,36736.11,62.33,21,15625.0,62.33,2.14,0.33,0.23,0.77,0.4873946131554606
1255,1255,45,36736.11,62.33,21,17777.78,62.33,2.14,0.33,0.23,0.77,0.3760724206851828
1256,1256,45,36736.11,62.33,21,20069.44,62.33,2.14,0.33,0.23,0.77,0.2417254804421675
1257,1257,45,36736.11,62.33,25,22500.0,62.33,1.8,0.26,0.17,0.83,0.2795012577822879
1258,1258,45,36736.11,62.33,29,25069.44,62.33,1.55,0.19,0.13,0.87,0.310511588662644
1259,1259,45,36736.11,62.33,29,27777.78,62.33,1.55,0.19,0.13,0.87,0.6332210332659138
1260,1260,45,36736.11,62.33,37,30625.0,62.33,1.22,0.09,0.06,0.94,0.3587895236889877
1261,1261,45,36736.11,62.33,37,33611.11,62.33,1.22,0.09,0.06,0.94,0.1959920615538666
1264,1264,45,40000.0,62.33,9,5625.0,62.33,5.0,0.7,0.48,0.52,0.5401339145424532
1265,1265,45,40000.0,62.33,9,6944.44,62.33,5.0,0.7,0.48,0.52,0.4673271588807127
1266,1266,45,40000.0,62.33,9,8402.78,62.33,5.0,0.7,0.48,0.52,0.3886572926686556
1267,1267,45,40000.0,62.33,9,10000.0,62.33,5.0,0.7,0.48,0.52,0.3034177914900359
1268,1268,45,40000.0,62.33,13,11736.11,62.33,3.46,0.54,0.37,0.63,0.4015456272418289
1269,1269,45,40000.0,62.33,13,13611.11,62.33,3.46,0.54,0.37,0.63,0.6278890816964865
1270,1270,45,40000.0,62.33,21,15625.0,62.33,2.14,0.33,0.23,0.77,0.5474422860607069
1271,1271,45,40000.0,62.33,21,17777.78,62.33,2.14,0.33,0.23,0.77,0.4525302364563686
1272,1272,45,40000.0,62.33,21,20069.44,62.33,2.14,0.33,0.23,0.77,0.339504079779925
1273,1273,45,40000.0,62.33,25,22500.0,62.33,1.8,0.26,0.17,0.83,0.3954088801196765
1274,1274,45,40000.0,62.33,29,25069.44,62.33,1.55,0.19,0.13,0.87,0.4521519640950672
1275,1275,45,40000.0,62.33,29,27777.78,62.33,1.55,0.19,0.13,0.87,0.7672541799726599
1276,1276,45,40000.0,62.33,37,30625.0,62.33,1.22,0.09,0.06,0.94,0.6074346812963284
1277,1277,45,40000.0,62.33,37,33611.11,62.33,1.22,0.09,0.06,0.94,0.3266249813610897
1281,1281,5,5625.0,76.95,9,6944.44,76.95,0.56,-0.26,0.17,0.83,0.3718415719511507
1282,1282,5,5625.0,76.95,9,8402.78,76.95,0.56,-0.26,0.17,0.83,0.1257573177838548
1283,1283,5,5625.0,76.95,9,10000.0,76.95,0.56,-0.26,0.17,0.83,0.3954088801196765
1284,1284,5,5625.0,76.95,9,11736.11,76.95,0.56,-0.26,0.17,0.83,0.5562240548576265
1285,1285,5,5625.0,76.95,13,13611.11,76.95,0.38,-0.41,0.28,0.72,0.3551677292049123
1286,1286,5,5625.0,76.95,21,15625.0,76.95,0.24,-0.62,0.43,0.57,0.1584322924057558
1287,1287,5,5625.0,76.95,21,17777.78,76.95,0.24,-0.62,0.43,0.57,0.2499069623250637
1288,1288,5,5625.0,76.95,21,20069.44,76.95,0.24,-0.62,0.43,0.57,0.3244163280619245
1289,1289,5,5625.0,76.95,21,22500.0,76.95,0.24,-0.62,0.43,0.57,0.3861314517907196
1290,1290,5,5625.0,76.95,21,25069.44,76.95,0.24,-0.62,0.43,0.57,0.4380187968659951
1291,1291,5,5625.0,76.95,25,27777.78,76.95,0.2,-0.7,0.48,0.52,0.4048946539490259
1292,1292,5,5625.0,76.95,29,30625.0,76.95,0.17,-0.76,0.52,0.48,0.3846799345526127
1293,1293,5,5625.0,76.95,37,33611.11,76.95,0.14,-0.87,0.59,0.41,0.3299994032761824
1294,1294,5,5625.0,76.95,37,36736.11,76.95,0.14,-0.87,0.59,0.41,0.3649745562316808
1295,1295,5,5625.0,76.95,37,40000.0,76.95,0.14,-0.87,0.59,0.41,0.3962925276177283
1296,1296,9,6944.44,76.95,5,5625.0,76.95,1.8,0.26,0.17,0.83,0.3718415719511503
1301,1301,9,6944.44,76.95,13,13611.11,76.95,0.69,-0.16,0.11,0.89,0.759138164000562
1302,1302,9,6944.44,76.95,21,15625.0,76.95,0.43,-0.37,0.25,0.75,0.3795888721914103
1303,1303,9,6944.44,76.95,21,17777.78,76.95,0.43,-0.37,0.25,0.75,0.4802118634365369
1304,1304,9,6944.44,76.95,21,20069.44,76.95,0.43,-0.37,0.25,0.75,0.5568564164670393
1305,1305,9,6944.44,76.95,21,22500.0,76.95,0.43,-0.37,0.25,0.75,0.6170226244756183
1306,1306,9,6944.44,76.95,21,25069.44,76.95,0.43,-0.37,0.25,0.75,0.6654516329661558
1307,1307,9,6944.44,76.95,25,27777.78,76.95,0.36,-0.44,0.3,0.7,0.6042927603724823
1308,1308,9,6944.44,76.95,29,30625.0,76.95,0.31,-0.51,0.35,0.65,0.5643906792364854
1309,1309,9,6944.44,76.95,37,33611.11,76.95,0.24,-0.61,0.42,0.58,0.4837611193464752
1310,1310,9,6944.44,76.95,37,36736.11,76.95,0.24,-0.61,0.42,0.58,0.5189961222283873
1311,1311,9,6944.44,76.95,37,40000.0,76.95,0.24,-0.61,0.42,0.58,0.5500121476868549
1312,1312,9,8402.78,76.95,5,5625.0,76.95,1.8,0.26,0.17,0.83,0.1257573177838548
1317,1317,9,8402.78,76.95,13,13611.11,76.95,0.69,-0.16,0.11,0.89,0.5844954233168428
1318,1318,9,8402.78,76.95,21,15625.0,76.95,0.43,-0.37,0.25,0.75,0.1801767627109269
1319,1319,9,8402.78,76.95,21,17777.78,76.95,0.43,-0.37,0.25,0.75,0.3228487855267447
1320,1320,9,8402.78,76.95,21,20069.44,76.95,0.43,-0.37,0.25,0.75,0.4289392907333335
1321,1321,9,8402.78,76.95,21,22500.0,76.95,0.43,-0.37,0.25,0.75,0.510384733640781
1322,1322,9,8402.78,76.95,21,25069.44,76.95,0.43,-0.37,0.25,0.75,0.5746613911573089
1323,1323,9,8402.78,76.95,25,27777.78,76.95,0.36,-0.44,0.3,0.7,0.5146760499882284
1324,1324,9,8402.78,76.95,29,30625.0,76.95,0.31,-0.51,0.35,0.65,0.4777608898326796
1325,1325,9,8402.78,76.95,37,33611.11,76.95,0.24,-0.61,0.42,0.58,0.3966592960056717
1326,1326,9,8402.78,76.95,37,36736.11,76.95,0.24,-0.61,0.42,0.58,0.4394184504192116
1327,1327,9,8402.78,76.95,37,40000.0,76.95,0.24,-0.61,0.42,0.58,0.4768328927766053
1328,1328,9,10000.0,76.95,5,5625.0,76.95,1.8,0.26,0.17,0.83,0.3954088801196765
1333,1333,9,10000.0,76.95,13,13611.11,76.95,0.69,-0.16,0.11,0.89,0.2833823958254063
1334,1334,9,10000.0,76.95,21,15625.0,76.95,0.43,-0.37,0.25,0.75,0.0800171914444912
1335,1335,9,10000.0,76.95,21,17777.78,76.95,0.43,-0.37,0.25,0.75,0.1214369462617104
1336,1336,9,10000.0,76.95,21,20069.44,76.95,0.43,-0.37,0.25,0.75,0.268748810554404
1337,1337,9,10000.0,76.95,21,22500.0,76.95,0.43,-0.37,0.25,0.75,0.3795883145859112
1338,1338,9,10000.0,76.95,21,25069.44,76.95,0.43,-0.37,0.25,0.75,0.4653641719593721
1339,1339,9,10000.0,76.95,25,27777.78,76.95,0.36,-0.44,0.3,0.7,0.4102662024846899
1340,1340,9,10000.0,76.95,29,30625.0,76.95,0.31,-0.51,0.35,0.65,0.3791982636310636
1341,1341,9,10000.0,76.95,37,33611.11,76.95,0.24,-0.61,0.42,0.58,0.3001233188687247
1342,1342,9,10000.0,76.95,37,36736.11,76.95,0.24,-0.61,0.42,0.58,0.3517424051389912
1343,1343,9,10000.0,76.95,37,40000.0,76.95,0.24,-0.61,0.42,0.58,0.3966594459205743
1344,1344,9,11736.11,76.95,5,5625.0,76.95,1.8,0.26,0.17,0.83,0.5562240548576265
1349,1349,9,11736.11,76.95,13,13611.11,76.95,0.69,-0.16,0.11,0.89,0.286572231965447
1350,1350,9,11736.11,76.95,21,15625.0,76.95,0.43,-0.37,0.25,0.75,0.4135252854918717
1351,1351,9,11736.11,76.95,21,17777.78,76.95,0.43,-0.37,0.25,0.75,0.1367520754262857
1352,1352,9,11736.11,76.95,21,20069.44,76.95,0.43,-0.37,0.25,0.75,0.0662483515070403
1353,1353,9,11736.11,76.95,21,22500.0,76.95,0.43,-0.37,0.25,0.75,0.2172077184003891
1354,1354,9,11736.11,76.95,21,25069.44,76.95,0.43,-0.37,0.25,0.75,0.3321200487625996
1355,1355,9,11736.11,76.95,25,27777.78,76.95,0.36,-0.44,0.3,0.7,0.2877265369870732
1356,1356,9,11736.11,76.95,29,30625.0,76.95,0.31,-0.51,0.35,0.65,0.2665307275333775
1357,1357,9,11736.11,76.95,37,33611.11,76.95,0.24,-0.61,0.42,0.58,0.1929398770997953
1358,1358,9,11736.11,76.95,37,36736.11,76.95,0.24,-0.61,0.42,0.58,0.2548995434924028
1359,1359,9,11736.11,76.95,37,40000.0,76.95,0.24,-0.61,0.42,0.58,0.3085582872132801
1360,1360,13,13611.11,76.95,5,5625.0,76.95,2.6,0.41,0.28,0.72,0.3551677292049123
1361,1361,13,13611.11,76.95,9,6944.44,76.95,1.44,0.16,0.11,0.89,0.759138164000562
1362,1362,13,13611.11,76.95,9,8402.78,76.95,1.44,0.16,0.11,0.89,0.5844954233168428
1363,1363,13,13611.11,76.95,9,10000.0,76.95,1.44,0.16,0.11,0.89,0.2833823958254063
1364,1364,13,13611.11,76.95,9,11736.11,76.95,1.44,0.16,0.11,0.89,0.2865722319654475
1366,1366,13,13611.11,76.95,21,15625.0,76.95,0.62,-0.21,0.14,0.86,0.5196246333498173
1367,1367,13,13611.11,76.95,21,17777.78,76.95,0.62,-0.21,0.14,0.86,0.0358540299427595
1368,1368,13,13611.11,76.95,21,20069.44,76.95,0.62,-0.21,0.14,0.86,0.2572646007673219
1369,1369,13,13611.11,76.95,21,22500.0,76.95,0.62,-0.21,0.14,0.86,0.4423736324031198
1370,1370,13,13611.11,76.95,21,25069.44,76.95,0.62,-0.21,0.14,0.86,0.5669339593295537
1371,1371,13,13611.11,76.95,25,27777.78,76.95,0.52,-0.28,0.19,0.81,0.4691202932094439
1372,1372,13,13611.11,76.95,29,30625.0,76.95,0.45,-0.35,0.24,0.76,0.417609845840553
1373,1373,13,13611.11,76.95,37,33611.11,76.95,0.35,-0.45,0.31,0.69,0.3058883115065421
1374,1374,13,13611.11,76.95,37,36736.11,76.95,0.35,-0.45,0.31,0.69,0.373766380032784
1375,1375,13,13611.11,76.95,37,40000.0,76.95,0.35,-0.45,0.31,0.69,0.4309760409546423
1376,1376,21,15625.0,76.95,5,5625.0,76.95,4.2,0.62,0.43,0.57,0.158432292405756
1377,1377,21,15625.0,76.95,9,6944.44,76.95,2.33,0.37,0.25,0.75,0.3795888721914103
1378,1378,21,15625.0,76.95,9,8402.78,76.95,2.33,0.37,0.25,0.75,0.180176762710927
1379,1379,21,15625.0,76.95,9,10000.0,76.95,2.33,0.37,0.25,0.75,0.0800171914444913
1380,1380,21,15625.0,76.95,9,11736.11,76.95,2.33,0.37,0.25,0.75,0.4135252854918717
1381,1381,21,15625.0,76.95,13,13611.11,76.95,1.62,0.21,0.14,0.86,0.5196246333498171
1387,1387,21,15625.0,76.95,25,27777.78,76.95,0.84,-0.08,0.05,0.95,0.9714435899089092
1388,1388,21,15625.0,76.95,29,30625.0,76.95,0.72,-0.14,0.1,0.9,0.8159613591712487
1389,1389,21,15625.0,76.95,37,33611.11,76.95,0.57,-0.25,0.17,0.83,0.6023614032422056
1390,1390,21,15625.0,76.95,37,36736.11,76.95,0.57,-0.25,0.17,0.83,0.663435522311054
1391,1391,21,15625.0,76.95,37,40000.0,76.95,0.57,-0.25,0.17,0.83,0.7123848863740857
1392,1392,21,17777.78,76.95,5,5625.0,76.95,4.2,0.62,0.43,0.57,0.2499069623250637
1393,1393,21,17777.78,76.95,9,6944.44,76.95,2.33,0.37,0.25,0.75,0.4802118634365369
1394,1394,21,17777.78,76.95,9,8402.78,76.95,2.33,0.37,0.25,0.75,0.3228487855267447
1395,1395,21,17777.78,76.95,9,10000.0,76.95,2.33,0.37,0.25,0.75,0.1214369462617104
1396,1396,21,17777.78,76.95,9,11736.11,76.95,2.33,0.37,0.25,0.75,0.1367520754262857
1397,1397,21,17777.78,76.95,13,13611.11,76.95,1.62,0.21,0.14,0.86,0.0358540299427596
1403,1403,21,17777.78,76.95,25,27777.78,76.95,0.84,-0.08,0.05,0.95,0.8934203433754474
1404,1404,21,17777.78,76.95,29,30625.0,76.95,0.72,-0.14,0.1,0.9,0.7198769538009058
1405,1405,21,17777.78,76.95,37,33611.11,76.95,0.57,-0.25,0.17,0.83,0.4890145926757748
1406,1406,21,17777.78,76.95,37,36736.11,76.95,0.57,-0.25,0.17,0.83,0.5706476386985551
1407,1407,21,17777.78,76.95,37,40000.0,76.95,0.57,-0.25,0.17,0.83,0.6346732592197073
1408,1408,21,20069.44,76.95,5,5625.0,76.95,4.2,0.62,0.43,0.57,0.3244163280619245
1409,1409,21,20069.44,76.95,9,6944.44,76.95,2.33,0.37,0.25,0.75,0.5568564164670393
1410,1410,21,20069.44,76.95,9,8402.78,76.95,2.33,0.37,0.25,0.75,0.4289392907333335
1411,1411,21,20069.44,76.95,9,10000.0,76.95,2.33,0.37,0.25,0.75,0.268748810554404
1412,1412,21,20069.44,76.95,9,11736.11,76.95,2.33,0.37,0.25,0.75,0.0662483515070402
1413,1413,21,20069.44,76.95,13,13611.11,76.95,1.62,0.21,0.14,0.86,0.2572646007673221
1419,1419,21,20069.44,76.95,25,27777.78,76.95,0.84,-0.08,0.05,0.95,0.7675940122431548
1420,1420,21,20069.44,76.95,29,30625.0,76.95,0.72,-0.14,0.1,0.9,0.5834551889623921
1421,1421,21,20069.44,76.95,37,33611.11,76.95,0.57,-0.25,0.17,0.83,0.3438810736256397
1422,1422,21,20069.44,76.95,37,36736.11,76.95,0.57,-0.25,0.17,0.83,0.454645998092904
1423,1423,21,20069.44,76.95,37,40000.0,76.95,0.57,-0.25,0.17,0.83,0.5395343484680002
1424,1424,21,22500.0,76.95,5,5625.0,76.95,4.2,0.62,0.43,0.57,0.3861314517907196
