,Unnamed,NumLeft,FieldAreaLeft,ItemSurfaceAreaLeft,NumRight,FieldAreaRight,ItemSurfaceAreaRight,Ratio L/R,LogRatio,Log - Normalized,Difficulty Coefficient,Diff_coeff_filtering,nd_LogRatio,nnd_LogRatio
3410,0,45,40000.0,62.33,21,27777.78,93.11,2.14,0.33,0.31,0.69,0.20177298830719248,0.7621400520468967,0.1295596793092544
3411,0,21,27777.78,93.11,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.20177298830719237,-0.7621400520468967,-0.12955967930925455
3412,0,45,40000.0,62.33,25,30625.0,93.11,1.8,0.26,0.25,0.75,0.24087549398491345,0.5877866649021191,0.0690553018424609
3413,0,25,30625.0,93.11,45,40000.0,62.33,0.56,-0.25,0.24,0.76,0.24087549398491345,-0.587786664902119,-0.06905530184246089
3414,0,45,40000.0,62.33,28,33611.11,93.11,1.61,0.21,0.2,0.8,0.31766605887855304,0.4744579795951159,0.009302310435269915
3415,0,28,33611.11,93.11,45,40000.0,62.33,0.62,-0.21,0.2,0.8,0.3176660588785529,-0.4744579795951158,-0.009302310435269976
3416,0,45,40000.0,62.33,29,36736.11,93.11,1.55,0.19,0.18,0.82,0.9110131369804496,0.4393666597838457,-0.049627362003958266
3417,0,29,36736.11,93.11,45,40000.0,62.33,0.64,-0.19,0.18,0.82,0.9110131369804494,-0.43936665978384565,0.04962736200395837
3418,0,45,40000.0,62.33,37,40000.0,93.11,1.22,0.09,0.08,0.92,0.6590624101755466,0.19574457712609533,-0.10767961431377335
3419,0,37,40000.0,93.11,45,40000.0,62.33,0.82,-0.09,0.08,0.92,0.6590624101755466,-0.19574457712609536,0.1076796143137733
3420,0,45,40000.0,62.33,13,17777.78,110.8,3.46,0.54,0.51,0.49,0.15963686040919947,1.241713132308783,0.28584444639341827
3421,0,13,17777.78,110.8,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.15963686040919947,-1.241713132308783,-0.28584444639341827
3422,0,45,40000.0,62.33,13,20069.44,110.8,3.46,0.54,0.51,0.49,0.1915025184356377,1.241713132308783,0.22880831459869697
3423,0,13,20069.44,110.8,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.1915025184356377,-1.241713132308783,-0.22880831459869697
3424,0,45,40000.0,62.33,21,22500.0,110.8,2.14,0.33,0.31,0.69,0.16298128081208285,0.7621400520468967,0.17167180012478675
3425,0,21,22500.0,110.8,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.1629812808120829,-0.7621400520468967,-0.1716718001247867
3426,0,45,40000.0,62.33,21,25069.44,110.8,2.14,0.33,0.31,0.69,0.21613694432148023,0.7621400520468967,0.11462242307739054
3427,0,21,25069.44,110.8,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.21613694432148023,-0.7621400520468967,-0.11462242307739054
3428,0,45,40000.0,62.33,21,27777.78,110.8,2.14,0.33,0.31,0.69,0.2730791143530087,0.7621400520468967,0.057816611186280606
3429,0,21,27777.78,110.8,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.27307911435300863,-0.7621400520468967,-0.05781661118628067
3430,0,45,40000.0,62.33,21,30625.0,110.8,2.14,0.33,0.31,0.69,0.33188507333709627,0.7621400520468967,0.0013850333887007273
3431,0,21,30625.0,110.8,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.3318850733370963,-0.7621400520468967,-0.0013850333887007024
3432,0,45,40000.0,62.33,21,33611.11,110.8,2.14,0.33,0.31,0.69,0.9431026837704513,0.7621400520468967,-0.054565531453248654
3433,0,21,33611.11,110.8,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.9431026837704513,-0.7621400520468967,0.05456553145324872
3434,0,45,40000.0,62.33,25,36736.11,110.8,1.8,0.26,0.25,0.75,0.8561939512730721,0.5877866649021191,-0.10994823185409795
3435,0,25,36736.11,110.8,45,40000.0,62.33,0.56,-0.25,0.24,0.76,0.8561939512730721,-0.587786664902119,0.10994823185409802
3436,0,45,40000.0,62.33,29,40000.0,110.8,1.55,0.19,0.18,0.82,0.7390205291881783,0.4393666597838457,-0.164693539015535
3437,0,29,40000.0,110.8,45,40000.0,62.33,0.64,-0.19,0.18,0.82,0.7390205291881783,-0.43936665978384565,0.164693539015535
3438,0,45,40000.0,62.33,9,17777.78,130.04,5.0,0.7,0.66,0.34,0.23785327755634908,1.6094379124341003,0.19547303646792688
3439,0,9,17777.78,130.04,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.23785327755634908,-1.6094379124341003,-0.19547303646792688
3440,0,45,40000.0,62.33,13,20069.44,130.04,3.46,0.54,0.51,0.49,0.24249897320943128,1.241713132308783,0.14323889127407194
3441,0,13,20069.44,130.04,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.24249897320943128,-1.241713132308783,-0.1432388912740719
3442,0,45,40000.0,62.33,13,22500.0,130.04,3.46,0.54,0.51,0.49,0.27530886365417423,1.241713132308783,0.0906672275090682
3443,0,13,22500.0,130.04,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.2753088636541743,-1.241713132308783,-0.09066722750906808
3444,0,45,40000.0,62.33,21,25069.44,130.04,2.14,0.33,0.31,0.69,0.2936417033750186,0.7621400520468967,0.0379419797113713
3445,0,21,25069.44,130.04,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.2936417033750185,-0.7621400520468967,-0.03794197971137137
3446,0,45,40000.0,62.33,21,27777.78,130.04,2.14,0.33,0.31,0.69,0.984514035054424,0.7621400520468967,-0.014779296968117361
3447,0,21,27777.78,130.04,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.984514035054424,-0.7621400520468967,0.014779296968117403
3448,0,45,40000.0,62.33,21,30625.0,130.04,2.14,0.33,0.31,0.69,0.9299751170713987,0.7621400520468967,-0.06736136876052784
3449,0,21,30625.0,130.04,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.9299751170713985,-0.7621400520468967,0.06736136876052795
3450,0,45,40000.0,62.33,21,33611.11,130.04,2.14,0.33,0.31,0.69,0.8779076262486439,0.7621400520468967,-0.11969029423203469
3451,0,21,33611.11,130.04,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.8779076262486439,-0.7621400520468967,0.11969029423203464
3452,0,45,40000.0,62.33,21,36736.11,130.04,2.14,0.33,0.31,0.69,0.8296594081937438,0.7621400520468967,-0.17167029712566734
3453,0,21,36736.11,130.04,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.8296594081937438,-0.7621400520468967,0.17167029712566745
3454,0,45,40000.0,62.33,25,40000.0,130.04,1.8,0.26,0.25,0.75,0.7364050182331522,0.5877866649021191,-0.22322176327020832
3455,0,25,40000.0,130.04,45,40000.0,62.33,0.56,-0.25,0.24,0.76,0.7364050182331522,-0.587786664902119,0.22322176327020835
3456,0,45,40000.0,62.33,9,17777.78,150.82,5.0,0.7,0.66,0.34,0.2808131834551364,1.6094379124341003,0.10625003394210139
3457,0,9,17777.78,150.82,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.2808131834551364,-1.6094379124341003,-0.10625003394210139
3458,0,45,40000.0,62.33,9,20069.44,150.82,5.0,0.7,0.66,0.34,0.3043799371031638,1.6094379124341003,0.058369531117375695
3459,0,9,20069.44,150.82,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.3043799371031638,-1.6094379124341003,-0.05836953111737573
3460,0,45,40000.0,62.33,9,22500.0,150.82,5.0,0.7,0.66,0.34,0.3283827404367286,1.6094379124341003,0.009973713706266148
3461,0,9,22500.0,150.82,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.32838274043672866,-1.6094379124341003,-0.009973713706266015
3462,0,45,40000.0,62.33,13,25069.44,150.82,3.46,0.54,0.51,0.49,0.9750793947454984,1.241713132308783,-0.038762021038256426
3463,0,13,25069.44,150.82,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.9750793947454984,-1.241713132308783,0.038762021038256406
3464,0,45,40000.0,62.33,13,27777.78,150.82,3.46,0.54,0.51,0.49,0.9438723133068461,1.241713132308783,-0.08768419484905776
3465,0,13,27777.78,150.82,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.9438723133068461,-1.241713132308783,0.08768419484905773
3466,0,45,40000.0,62.33,21,30625.0,150.82,2.14,0.33,0.31,0.69,0.861729187887848,0.7621400520468967,-0.1366581987241858
3467,0,21,30625.0,150.82,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.8617291878878479,-0.7621400520468967,0.13665819872418591
3468,0,45,40000.0,62.33,21,33611.11,150.82,2.14,0.33,0.31,0.69,0.8174566512410535,0.7621400520468967,-0.18556793457392415
3469,0,21,33611.11,150.82,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.8174566512410535,-0.7621400520468967,0.18556793457392415
3470,0,45,40000.0,62.33,21,36736.11,150.82,2.14,0.33,0.31,0.69,0.7771688497120832,0.7621400520468967,-0.23431340530454195
3471,0,21,36736.11,150.82,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.7771688497120832,-0.7621400520468967,0.23431340530454192
3472,0,45,40000.0,62.33,21,40000.0,150.82,2.14,0.33,0.31,0.69,0.7410390252934876,0.7621400520468967,-0.2828092487301172
3473,0,21,40000.0,150.82,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.7410390252934876,-0.7621400520468967,0.28280924873011726
3474,0,45,40000.0,62.33,9,17777.78,173.13,5.0,0.7,0.66,0.34,0.3241145481516497,1.6094379124341003,0.018565924487903458
3475,0,9,17777.78,173.13,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.3241145481516497,-1.6094379124341003,-0.01856592448790346
3476,0,45,40000.0,62.33,9,20069.44,173.13,5.0,0.7,0.66,0.34,0.9874067244177505,1.6094379124341003,-0.02538200901787074
3477,0,9,20069.44,173.13,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.9874067244177505,-1.6094379124341003,0.025382009017870872
3478,0,45,40000.0,62.33,9,22500.0,173.13,5.0,0.7,0.66,0.34,0.965322463652842,1.6094379124341003,-0.06997505694946361
3479,0,9,22500.0,173.13,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.9653224636528418,-1.6094379124341003,0.06997505694946377
3480,0,45,40000.0,62.33,9,25069.44,173.13,5.0,0.7,0.66,0.34,0.9431899155224172,1.6094379124341003,-0.11504920500749569
3481,0,9,25069.44,173.13,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.9431899155224172,-1.6094379124341003,0.11504920500749571
3482,0,45,40000.0,62.33,13,27777.78,173.13,3.46,0.54,0.51,0.49,0.8986452413327859,1.241713132308783,-0.1604583663074414
3483,0,13,27777.78,173.13,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.8986452413327859,-1.241713132308783,0.16045836630744137
3484,0,45,40000.0,62.33,13,30625.0,173.13,3.46,0.54,0.51,0.49,0.8713840358545512,1.241713132308783,-0.2060720991978548
3485,0,13,30625.0,173.13,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.8713840358545512,-1.241713132308783,0.20607209919785494
3486,0,45,40000.0,62.33,21,33611.11,173.13,2.14,0.33,0.31,0.69,0.7637062311755276,0.7621400520468967,-0.25177575328403545
3487,0,21,33611.11,173.13,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.7637062311755276,-0.7621400520468967,0.25177575328403545
3488,0,45,40000.0,62.33,21,36736.11,173.13,2.14,0.33,0.31,0.69,0.7308824562708451,0.7621400520468967,-0.29746864605392337
3489,0,21,36736.11,173.13,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.7308824562708449,-0.7621400520468967,0.2974686460539234
3490,0,45,40000.0,62.33,21,40000.0,173.13,2.14,0.33,0.31,0.69,0.70146591047674,0.7621400520468967,-0.3430630480677984
3491,0,21,40000.0,173.13,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.7014659104767402,-0.7621400520468967,0.3430630480677983
3492,0,45,40000.0,62.33,9,17777.78,196.98,5.0,0.7,0.66,0.34,0.9666049034906701,1.6094379124341003,-0.06737745875596
3493,0,9,17777.78,196.98,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.9666049034906701,-1.6094379124341003,0.06737745875596009
3494,0,45,40000.0,62.33,9,20069.44,196.98,5.0,0.7,0.66,0.34,0.9467423700762396,1.6094379124341003,-0.10777820596376386
3495,0,9,20069.44,196.98,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.9467423700762396,-1.6094379124341003,0.10777820596376389
3496,0,45,40000.0,62.33,9,22500.0,196.98,5.0,0.7,0.66,0.34,0.9267561446433356,1.6094379124341003,-0.14891577757627425
3497,0,9,22500.0,196.98,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.9267561446433356,-1.6094379124341003,0.1489157775762743
3498,0,45,40000.0,62.33,9,25069.44,196.98,5.0,0.7,0.66,0.34,0.90681536460028,1.6094379124341003,-0.19063891265316946
3499,0,9,25069.44,196.98,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.90681536460028,-1.6094379124341003,0.19063891265316948
3500,0,45,40000.0,62.33,9,27777.78,196.98,5.0,0.7,0.66,0.34,0.8870763137809936,1.6094379124341003,-0.23281083284822626
3501,0,9,27777.78,196.98,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8870763137809938,-1.6094379124341003,0.2328108328482262
3502,0,45,40000.0,62.33,13,30625.0,196.98,3.46,0.54,0.51,0.49,0.8320584593296949,1.241713132308783,-0.275307528612634
3503,0,13,30625.0,196.98,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.8320584593296949,-1.241713132308783,0.27530752861263397
3504,0,45,40000.0,62.33,13,33611.11,196.98,3.46,0.54,0.51,0.49,0.809188278631494,1.241713132308783,-0.3180182642196442
3505,0,13,33611.11,196.98,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.809188278631494,-1.241713132308783,0.31801826421964413
3506,0,45,40000.0,62.33,21,36736.11,196.98,2.14,0.33,0.31,0.69,0.6908469605843193,0.7621400520468967,-0.3608442173002788
3507,0,21,36736.11,196.98,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.6908469605843193,-0.7621400520468967,0.3608442173002788
3508,0,45,40000.0,62.33,21,40000.0,196.98,2.14,0.33,0.31,0.69,0.6670851379265522,0.7621400520468967,-0.4036978265630607
3509,0,21,40000.0,196.98,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.6670851379265522,-0.7621400520468967,0.4036978265630607
3510,0,45,40000.0,62.33,9,17777.78,222.38,5.0,0.7,0.66,0.34,0.9255354843521203,1.6094379124341003,-0.15144830494381317
3511,0,9,17777.78,222.38,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.9255354843521203,-1.6094379124341003,0.15144830494381314
3512,0,45,40000.0,62.33,9,20069.44,222.38,5.0,0.7,0.66,0.34,0.9077566428340892,1.6094379124341003,-0.18865120429219692
3513,0,9,20069.44,222.38,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.9077566428340892,-1.6094379124341003,0.18865120429219698
3514,0,45,40000.0,62.33,9,22500.0,222.38,5.0,0.7,0.66,0.34,0.8899297923960307,1.6094379124341003,-0.22665276398096826
3515,0,9,22500.0,222.38,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8899297923960304,-1.6094379124341003,0.22665276398096837
3516,0,45,40000.0,62.33,9,25069.44,222.38,5.0,0.7,0.66,0.34,0.8721920461463767,1.6094379124341003,-0.2653148550458151
3517,0,9,25069.44,222.38,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8721920461463767,-1.6094379124341003,0.26531485504581515
3518,0,45,40000.0,62.33,9,27777.78,222.38,5.0,0.7,0.66,0.34,0.854667470669961,1.6094379124341003,-0.3045109322039228
3519,0,9,27777.78,222.38,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.854667470669961,-1.6094379124341003,0.30451093220392267
3520,0,45,40000.0,62.33,9,30625.0,222.38,5.0,0.7,0.66,0.34,0.8374652052702664,1.6094379124341003,-0.3441247320175604
3521,0,9,30625.0,222.38,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8374652052702664,-1.6094379124341003,0.34412473201756044
3522,0,45,40000.0,62.33,13,33611.11,222.38,3.46,0.54,0.51,0.49,0.7760628726031272,1.241713132308783,-0.384051018510455
3523,0,13,33611.11,222.38,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.7760628726031272,-1.241713132308783,0.3840510185104551
3524,0,45,40000.0,62.33,13,36736.11,222.38,3.46,0.54,0.51,0.49,0.7572739862260465,1.241713132308783,-0.4241945779346061
3525,0,13,36736.11,222.38,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.7572739862260465,-1.241713132308783,0.4241945779346061
3526,0,45,40000.0,62.33,21,40000.0,222.38,2.14,0.33,0.31,0.69,0.6374200812269583,0.7621400520468967,-0.46446984706841743
3527,0,21,40000.0,222.38,45,40000.0,62.33,0.47,-0.33,0.31,0.69,0.6374200812269583,-0.7621400520468967,0.46446984706841743
3528,0,45,40000.0,62.33,9,17777.78,249.31,5.0,0.7,0.66,0.34,0.8867665465916149,1.6094379124341003,-0.2334806872472078
3529,0,9,17777.78,249.31,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8867665465916149,-1.6094379124341003,0.2334806872472078
3530,0,45,40000.0,62.33,9,20069.44,249.31,5.0,0.7,0.66,0.34,0.8710653107589748,1.6094379124341003,-0.26780325416584805
3531,0,9,20069.44,249.31,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8710653107589746,-1.6094379124341003,0.26780325416584816
3532,0,45,40000.0,62.33,9,22500.0,249.31,5.0,0.7,0.66,0.34,0.8553502406877179,1.6094379124341003,-0.30296309947243594
3533,0,9,22500.0,249.31,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8553502406877179,-1.6094379124341003,0.3029630994724359
3534,0,45,40000.0,62.33,9,25069.44,249.31,5.0,0.7,0.66,0.34,0.8397314417532159,1.6094379124341003,-0.3388349546070055
3535,0,9,25069.44,249.31,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8397314417532159,-1.6094379124341003,0.3388349546070054
3536,0,45,40000.0,62.33,9,27777.78,249.31,5.0,0.7,0.66,0.34,0.8243072790322651,1.6094379124341003,-0.3753027413566692
3537,0,9,27777.78,249.31,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8243072790322651,-1.6094379124341003,0.37530274135666924
3538,0,45,40000.0,62.33,9,30625.0,249.31,5.0,0.7,0.66,0.34,0.8091635397817034,1.6094379124341003,-0.41225856328413885
3539,0,9,30625.0,249.31,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8091635397817034,-1.6094379124341003,0.41225856328413885
3540,0,45,40000.0,62.33,9,33611.11,249.31,5.0,0.7,0.66,0.34,0.7943723674155416,1.6094379124341003,-0.4496036001270541
3541,0,9,33611.11,249.31,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7943723674155416,-1.6094379124341003,0.44960360012705414
3542,0,45,40000.0,62.33,13,36736.11,249.31,3.46,0.54,0.51,0.49,0.7297986182243317,1.241713132308783,-0.4872473686724218
3543,0,13,36736.11,249.31,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.7297986182243317,-1.241713132308783,0.48724736867242174
3544,0,45,40000.0,62.33,13,40000.0,249.31,3.46,0.54,0.51,0.49,0.7144616245651637,1.241713132308783,-0.5251075608441245
3545,0,13,40000.0,249.31,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.7144616245651635,-1.241713132308783,0.5251075608441246
3546,0,45,40000.0,62.33,5,17777.78,277.78,9.0,0.95,0.9,0.1,0.8885613188180272,2.1972245773362196,-0.313457238259802
3547,0,5,17777.78,277.78,45,40000.0,62.33,0.11,-0.96,0.91,0.09,0.8885613188180272,-2.1972245773362196,0.3134572382598021
3548,0,45,40000.0,62.33,9,20069.44,277.78,5.0,0.7,0.66,0.34,0.8370129468928298,1.6094379124341003,-0.3451830949121034
3549,0,9,20069.44,277.78,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8370129468928298,-1.6094379124341003,0.34518309491210336
3550,0,45,40000.0,62.33,9,22500.0,277.78,5.0,0.7,0.66,0.34,0.8232820198314409,1.6094379124341003,-0.3777670518014984
3551,0,9,22500.0,277.78,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8232820198314409,-1.6094379124341003,0.37776705180149833
3552,0,45,40000.0,62.33,9,25069.44,277.78,5.0,0.7,0.66,0.34,0.8096322941257794,1.6094379124341003,-0.4110960493985875
3553,0,9,25069.44,277.78,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.8096322941257794,-1.6094379124341003,0.41109604939858735
3554,0,45,40000.0,62.33,9,27777.78,277.78,5.0,0.7,0.66,0.34,0.7961424335825756,1.6094379124341003,-0.44506426802006105
3555,0,9,27777.78,277.78,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7961424335825756,-1.6094379124341003,0.4450642680200609
3556,0,45,40000.0,62.33,9,30625.0,277.78,5.0,0.7,0.66,0.34,0.7828809347584591,1.6094379124341003,-0.4795723253101598
3557,0,9,30625.0,277.78,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7828809347584593,-1.6094379124341003,0.4795723253101597
3558,0,45,40000.0,62.33,9,33611.11,277.78,5.0,0.7,0.66,0.34,0.7699055086586766,1.6094379124341003,-0.514528251312866
3559,0,9,33611.11,277.78,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7699055086586766,-1.6094379124341003,0.514528251312866
3560,0,45,40000.0,62.33,9,36736.11,277.78,5.0,0.7,0.66,0.34,0.7572634227476749,1.6094379124341003,-0.549846944827896
3561,0,9,36736.11,277.78,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7572634227476751,-1.6094379124341003,0.5498469448278959
3562,0,45,40000.0,62.33,13,40000.0,277.78,3.46,0.54,0.51,0.49,0.6917285024634177,1.241713132308783,-0.585450163314251
3563,0,13,40000.0,277.78,45,40000.0,62.33,0.29,-0.54,0.51,0.49,0.6917285024634178,-1.241713132308783,0.5854501633142509
3564,0,45,40000.0,62.33,5,17777.78,307.79,9.0,0.95,0.9,0.1,0.8625853815981807,2.1972245773362196,-0.39136193490385024
3565,0,5,17777.78,307.79,45,40000.0,62.33,0.11,-0.96,0.91,0.09,0.8625853815981807,-2.1972245773362196,0.39136193490385024
3566,0,45,40000.0,62.33,5,20069.44,307.79,9.0,0.95,0.9,0.1,0.8530477938104424,2.1972245773362196,-0.4207446000883651
3567,0,5,20069.44,307.79,45,40000.0,62.33,0.11,-0.96,0.91,0.09,0.8530477938104424,-2.1972245773362196,0.4207446000883652
3568,0,45,40000.0,62.33,9,22500.0,307.79,5.0,0.7,0.66,0.34,0.7938322569190376,1.6094379124341003,-0.45099267664385057
3569,0,9,22500.0,307.79,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7938322569190376,-1.6094379124341003,0.4509926766438507
3570,0,45,40000.0,62.33,9,25069.44,307.79,5.0,0.7,0.66,0.34,0.7819632022872091,1.6094379124341003,-0.4820044529938179
3571,0,9,25069.44,307.79,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7819632022872091,-1.6094379124341003,0.48200445299381783
3572,0,45,40000.0,62.33,9,27777.78,307.79,5.0,0.7,0.66,0.34,0.7702134937586045,1.6094379124341003,-0.5136838835504375
3573,0,9,27777.78,307.79,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7702134937586045,-1.6094379124341003,0.5136838835504375
3574,0,45,40000.0,62.33,9,30625.0,307.79,5.0,0.7,0.66,0.34,0.7586388578745806,1.6094379124341003,-0.545939929474238
3575,0,9,30625.0,307.79,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7586388578745806,-1.6094379124341003,0.5459399294742381
3576,0,45,40000.0,62.33,9,33611.11,307.79,5.0,0.7,0.66,0.34,0.7472865907748708,1.6094379124341003,-0.5786875656317031
3577,0,9,33611.11,307.79,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7472865907748708,-1.6094379124341003,0.5786875656317031
3578,0,45,40000.0,62.33,9,36736.11,307.79,5.0,0.7,0.66,0.34,0.7361959051626619,1.6094379124341003,-0.6118473779750218
3579,0,9,36736.11,307.79,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7361959051626619,-1.6094379124341003,0.6118473779750219
3580,0,45,40000.0,62.33,9,40000.0,307.79,5.0,0.7,0.66,0.34,0.7253982713737364,1.6094379124341003,-0.6453456593928342
3581,0,9,40000.0,307.79,45,40000.0,62.33,0.2,-0.7,0.66,0.34,0.7253982713737361,-1.6094379124341003,0.6453456593928343
3582,0,21,17777.78,76.95,25,27777.78,76.95,0.84,-0.08,0.08,0.92,0.19220219916982992,-0.1743533871447778,-0.26792298225927585
3583,0,25,27777.78,76.95,21,17777.78,76.95,1.19,0.08,0.08,0.92,0.19220219916982992,0.17435338714477774,0.26792298225927574
3584,0,21,17777.78,76.95,29,30625.0,76.95,0.72,-0.14,0.13,0.87,0.13153564366458798,-0.322773392263051,-0.33269818105357446
3585,0,29,30625.0,76.95,21,17777.78,76.95,1.38,0.14,0.13,0.87,0.13153564366458798,0.322773392263051,0.3326981810535745
3586,0,21,17777.78,76.95,37,33611.11,76.95,0.57,-0.24,0.23,0.77,0.05798057061065225,-0.5663954749208014,-0.3964065034147419
3587,0,37,33611.11,76.95,21,17777.78,76.95,1.76,0.25,0.24,0.76,0.05798057061065225,0.5663954749208014,0.3964065034147419
3588,0,21,17777.78,76.95,37,36736.11,76.95,0.57,-0.24,0.23,0.77,0.08725874456259487,-0.5663954749208014,-0.45899827214068833
3589,0,37,36736.11,76.95,21,17777.78,76.95,1.76,0.25,0.24,0.76,0.08725874456259487,0.5663954749208014,0.45899827214068833
3590,0,21,17777.78,76.95,37,40000.0,76.95,0.57,-0.24,0.23,0.77,0.11104250344615303,-0.5663954749208014,-0.5204411451041554
3591,0,37,40000.0,76.95,21,17777.78,76.95,1.76,0.25,0.24,0.76,0.11104250344615303,0.5663954749208014,0.5204411451041555
3592,0,21,17777.78,76.95,13,17777.78,93.11,1.62,0.21,0.2,0.8,0.8542396004291644,0.4795730802618863,-0.09102609898187919
3593,0,13,17777.78,93.11,21,17777.78,76.95,0.62,-0.21,0.2,0.8,0.8542396004291641,-0.4795730802618862,0.09102609898187922
3594,0,21,17777.78,76.95,25,30625.0,93.11,0.84,-0.08,0.08,0.92,0.23657326353362282,-0.1743533871447778,-0.3987921407406711
3595,0,25,30625.0,93.11,21,17777.78,76.95,1.19,0.08,0.08,0.92,0.23657326353362282,0.17435338714477774,0.39879214074067104
3596,0,21,17777.78,76.95,28,33611.11,93.11,0.75,-0.12,0.11,0.89,0.19692494649211195,-0.2876820724517809,-0.458545132147862
3597,0,28,33611.11,93.11,21,17777.78,76.95,1.33,0.12,0.11,0.89,0.19692494649211195,0.28768207245178085,0.458545132147862
3598,0,21,17777.78,76.95,29,36736.11,93.11,0.72,-0.14,0.13,0.87,0.19766201581955165,-0.322773392263051,-0.51747480458709
3599,0,29,36736.11,93.11,21,17777.78,76.95,1.38,0.14,0.13,0.87,0.19766201581955165,0.322773392263051,0.5174748045870902
3600,0,21,17777.78,76.95,37,40000.0,93.11,0.57,-0.24,0.23,0.77,0.1290568067150459,-0.5663954749208014,-0.5755270568969052
3601,0,37,40000.0,93.11,21,17777.78,76.95,1.76,0.25,0.24,0.76,0.1290568067150459,0.5663954749208014,0.5755270568969053
3602,0,21,17777.78,76.95,13,17777.78,110.8,1.62,0.21,0.2,0.8,0.7365405429800873,0.4795730802618863,-0.1820029961897136
3603,0,13,17777.78,110.8,21,17777.78,76.95,0.62,-0.21,0.2,0.8,0.7365405429800873,-0.4795730802618862,0.1820029961897137
